ToolSerialNumber,ParameterSetId,DateOfScrewings,DailyAverageTorqueDelta,DailyAverageAngleDelta
"F3660289      ",37,2022-08-22,-0.0415744680851063829787234043,-20.63404255319148936170212766
"B5582642      ",3,2022-08-23,-0.773063725490196078431372549,-8.658496732026143790849673203
"F3660289      ",14,2022-08-23,0.0301910828025477707006369427,-4899.6993630573248407643312102
"F3660289      ",15,2022-08-23,0.0318846153846153846153846154,-4966.7115384615384615384615385
"F3660289      ",37,2022-08-23,-0.1707662835249042145593869732,-76.360153256704980842911877395
"B5582642      ",3,2022-08-24,-0.0414678899082568807339449541,-7.3495412844036697247706422018
"F3660289      ",14,2022-08-24,0.0200505689001264222503160556,-4899.7673830594184576485461441
"F3660289      ",15,2022-08-24,0.0329118773946360153256704981,-4972.0919540229885057471264368
"F3660289      ",37,2022-08-24,-0.159756097560975609756097561,-51.788617886178861788617886179
"F3660289      ",37,2022-08-25,-0.1443902439024390243902439024,-35.90243902439024390243902439
"F3660289      ",14,2022-08-25,0.021459667093469910371318822,-4885.2637644046094750320102433
"F3660289      ",15,2022-08-25,0.0295,-4966.25
"B5582642      ",3,2022-08-25,-0.058087188612099644128113879,-7.3976868327402135231316725979
"F3660289      ",14,2022-08-26,0.0201155327342747111681643132,-4892.7150192554557124518613607
"F3660289      ",15,2022-08-26,0.03203125,-4957.7890625
"B5582642      ",3,2022-08-26,0.1998376313276026743075453677,-7.2340019102196752626552053486
"F3660289      ",37,2022-08-26,-0.2728214285714285714285714286,-41.35
"F3660289      ",15,2022-08-27,0.0212015503875968992248062016,-4950.4612403100775193798449612
"B5582642      ",3,2022-08-27,-0.0586599817684594348222424795,-6.7028258887876025524156791249
"F3660289      ",14,2022-08-27,0.0094005102040816326530612245,-4881.8852040816326530612244898
"F3660289      ",37,2022-08-27,-0.2907942238267148014440433213,-54.776173285198555956678700361
"F3660289      ",37,2022-08-29,-0.2282903225806451612903225806,-50.196774193548387096774193548
"B5582642      ",3,2022-08-29,0.0176380952380952380952380952,-7.3028571428571428571428571429
"F3660289      ",14,2022-08-29,0.039783197831978319783197832,-4881.7262872628726287262872629
"F3660289      ",15,2022-08-29,0.0137096774193548387096774194,-4967.7217741935483870967741935
"B5582642      ",3,2022-08-30,0.0376022304832713754646840149,-7.039033457249070631970260223
"F3660289      ",14,2022-08-30,0.0316297262059973924380704042,-4878.0795306388526727509778357
"F3660289      ",15,2022-08-30,0.0359607843137254901960784314,-4957.513725490196078431372549
"F3660289      ",37,2022-08-30,-0.1530827067669172932330827068,-45.785714285714285714285714286
"B5582642      ",3,2022-08-31,-0.0761080586080586080586080586,-7.3635531135531135531135531136
"F3660289      ",37,2022-08-31,-0.2831460674157303370786516854,-41.224719101123595505617977528
"F3660289      ",14,2022-08-31,0.0120503144654088050314465409,-4872.5635220125786163522012579
"F3660289      ",15,2022-08-31,0.0187072243346007604562737643,-4953.2015209125475285171102662
"B5582642      ",3,2022-09-01,0.0656619718309859154929577465,-6.9154929577464788732394366197
"F3660289      ",37,2022-09-01,-0.1349679487179487179487179487,-48.621794871794871794871794872
"F3660289      ",14,2022-09-01,0.0222512437810945273631840796,-4874.5
"F3660289      ",15,2022-09-01,0.0328301886792452830188679245,-4960.3509433962264150943396226
"B5582642      ",3,2022-09-02,-0.3843865842894969108561341571,-7.864077669902912621359223301
"F3660289      ",14,2022-09-02,0.0204161073825503355704697987,-4866.3100671140939597315436242
"F3660289      ",15,2022-09-02,0.034918699186991869918699187,-4956.2195121951219512195121951
"F3660289      ",37,2022-09-02,-0.2725572519083969465648854962,-5.9885496183206106870229007634
"B5582642      ",3,2022-09-03,-0.0084629294755877034358047016,-7.0009041591320072332730560579
"F3660289      ",14,2022-09-03,0.0206257982120051085568326948,-4861.7675606641123882503192848
"F3660289      ",15,2022-09-03,-0.03875,-4960.6212121212121212121212121
"F3660289      ",37,2022-09-03,-0.7570919881305637982195845697,37.317507418397626112759643917
"B5582642      ",3,2022-09-05,0.2371757925072046109510086455,-7.0528338136407300672430355427
"F3660289      ",37,2022-09-05,-0.2343220338983050847457627119,-20.987288135593220338983050847
"F3660289      ",14,2022-09-05,0.0319098143236074270557029178,-4864.5490716180371352785145889
"F3660289      ",15,2022-09-05,0.0294422310756972111553784861,-4956.5338645418326693227091633
"F3660289      ",37,2022-09-06,-0.2510756972111553784860557769,-25.191235059760956175298804781
"B5582642      ",3,2022-09-06,-0.067053903345724907063197026,-7.6812267657992565055762081784
"F3660289      ",14,2022-09-06,0.0186824769433465085638998682,-4875.2924901185770750988142292
"F3660289      ",15,2022-09-06,0.029920318725099601593625498,-4966.0677290836653386454183267
"B5582642      ",3,2022-09-07,-0.3336579170194750211685012701,-8.243861134631668077900084674
"F3660289      ",14,2022-09-07,0.0187852760736196319018404908,-4870.4552147239263803680981595
"F3660289      ",15,2022-09-07,0.0222761194029850746268656716,-4960.4365671641791044776119403
"F3660289      ",37,2022-09-07,-0.1586708860759493670886075949,-38.71202531645569620253164557
"B5582642      ",3,2022-09-08,0.2297507190795781399808245446,-7.30393096836049856184084372
"F3660289      ",37,2022-09-08,-0.2180916030534351145038167939,-42.961832061068702290076335878
"F3660289      ",14,2022-09-08,0.0316998671978751660026560425,-4859.3505976095617529880478088
"F3660289      ",15,2022-09-08,0.03524,-4966.172
"B5582642      ",3,2022-09-09,-0.2125043478260869565217391304,-7.9226086956521739130434782609
"F3660289      ",14,2022-09-09,0.0296700507614213197969543147,-4856.7880710659898477157360406
"F3660289      ",15,2022-09-09,0.0282509505703422053231939163,-4955.9847908745247148288973384
"F3660289      ",37,2022-09-09,-0.2289962825278810408921933086,-47.182156133828996282527881041
"B5582642      ",3,2022-09-10,0.1917545638945233265720081136,-6.6997971602434077079107505071
"F3660289      ",37,2022-09-10,-0.125601659751037344398340249,-64.539419087136929460580912863
"F3660289      ",14,2022-09-10,0.0328530670470756062767475036,-4862.3566333808844507845934379
"F3660289      ",15,2022-09-10,0.0322746781115879828326180258,-4970.5278969957081545064377682
"F3660289      ",37,2022-09-12,-0.059963503649635036496350365,-65.547445255474452554744525547
"F3660289      ",14,2022-09-12,0.0157477243172951885565669701,-4869.174252275682704811443433
"F3660289      ",15,2022-09-12,0.0329921259842519685039370079,-4968.7007874015748031496062992
"B5582642      ",3,2022-09-12,-0.3981358885017421602787456446,-8.601916376306620209059233449
"B5582642      ",3,2022-09-13,0.1762477396021699819168173599,-6.797468354430379746835443038
"F3660289      ",37,2022-09-13,-0.4060126582278481012658227848,-13.291139240506329113924050633
"F3660289      ",14,2022-09-13,0.0200256081946222791293213828,-4852.2112676056338028169014085
"F3660289      ",15,2022-09-13,0.0078461538461538461538461538,-4960.9769230769230769230769231
"F3660289      ",37,2022-09-14,-0.4030479452054794520547945205,-54.712328767123287671232876712
"F3660289      ",14,2022-09-14,-0.0030989583333333333333333333,-4859.84375
"B5582642      ",3,2022-09-14,-0.2334383438343834383438343834,-7.963996399639963996399639964
"F3660289      ",15,2022-09-14,0.0054545454545454545454545455,-4946.9486166007905138339920949
"B5582642      ",3,2022-09-15,-0.634944,-9.176
"F3660289      ",37,2022-09-15,-0.1527208480565371024734982332,-67.212014134275618374558303887
"F3660289      ",14,2022-09-15,-0.0070388349514563106796116505,-4887.8203883495145631067961165
"F3660289      ",15,2022-09-15,0.010625,-4972.6875
"F3660289      ",37,2022-09-16,-0.506996336996336996336996337,25.776556776556776556776556777
"B5582642      ",3,2022-09-16,0.1375251677852348993288590604,-7.4572147651006711409395973154
"F3660289      ",14,2022-09-16,0.0260070671378091872791519435,-4880.4876325088339222614840989
"F3660289      ",15,2022-09-16,0.028825622775800711743772242,-4965.6014234875444839857651246
"B5582642      ",3,2022-09-21,-0.235189982728842832469775475,-8.574265975820379965457685665
"F3660289      ",37,2022-09-21,-0.3179518072289156626506024096,-75.746987951807228915662650602
"F3660289      ",14,2022-09-21,0.0226568265682656826568265683,-4892.8450184501845018450184502
"F3660289      ",15,2022-09-21,0.0361940298507462686567164179,-4968.6305970149253731343283582
"B5582642      ",3,2022-09-22,0.1530464824120603015075376884,-7.616834170854271356783919598
"F3660289      ",14,2022-09-22,0.0239126637554585152838427948,-4883.2934497816593886462882096
"F3660289      ",15,2022-09-22,0.0146719160104986876640419948,-4963.498687664041994750656168
"F3660289      ",37,2022-09-22,-0.1401061007957559681697612732,-57.636604774535809018567639257
"B5582642      ",3,2022-09-23,0.1632090545938748335552596538,-7.5579227696404793608521970706
"F3660289      ",37,2022-09-23,-0.1736565096952908587257617729,-63.537396121883656509695290859
"F3660289      ",14,2022-09-23,0.006743970315398886827458256,-4868.0473098330241187384044527
"F3660289      ",15,2022-09-23,0.0194677871148459383753501401,-4972.3025210084033613445378151
"B5582642      ",3,2022-09-24,0.2805066666666666666666666667,-7.08
"F3660289      ",37,2022-09-24,-0.7242857142857142857142857143,-67.923809523809523809523809524
"F3660289      ",14,2022-09-24,-0.0770866141732283464566929134,-4861.1023622047244094488188976
"F3660289      ",14,2022-09-25,0.0454166666666666666666666667,-4870.2222222222222222222222222
"B5582642      ",3,2022-09-25,0.3691925465838509316770186335,-7.1118012422360248447204968944
"F3660289      ",37,2022-09-26,-0.2463157894736842105263157895,-26.571428571428571428571428571
"F3660289      ",14,2022-09-26,0.0024351464435146443514644351,-4867.9322175732217573221757322
"F3660289      ",15,2022-09-26,-0.004125,-4968.51
"B5582642      ",3,2022-09-26,-0.0861677419354838709677419355,-7.821935483870967741935483871
"F3660289      ",14,2022-09-27,-0.0075423728813559322033898305,-4872.480508474576271186440678
"F3660289      ",15,2022-09-27,0.0283462532299741602067183463,-4957.9121447028423772609819121
"B5582642      ",3,2022-09-27,0.0489054726368159203980099502,-7.5261194029850746268656716418
"F3660289      ",37,2022-09-27,-0.2296341463414634146341463415,-55.351219512195121951219512195
"B5582642      ",3,2022-09-28,0.1525602027883396704689480355,-7.6242078580481622306717363752
"F3660289      ",37,2022-09-28,-0.1158373205741626794258373206,-57.050239234449760765550239234
"F3660289      ",14,2022-09-28,0.0045328719723183391003460208,-4875.6133217993079584775086505
"F3660289      ",15,2022-09-28,0.0131070496083550913838120104,-4969.4334203655352480417754569
"F3660289      ",14,2022-09-29,0.003210702341137123745819398,-4863.6596989966555183946488294
"F3660289      ",15,2022-09-29,0.0180867346938775510204081633,-4957.1530612244897959183673469
"B5582642      ",3,2022-09-29,0.0780169286577992744860943168,-7.2043530834340991535671100363
"F3660289      ",37,2022-09-29,-0.2519476744186046511627906977,-67.90406976744186046511627907
"B5582642      ",3,2022-09-30,-0.0125,-7.1270949720670391061452513966
"F3660289      ",14,2022-09-30,0.0209404990403071017274472169,-4872.6583493282149712092130518
"F3660289      ",15,2022-09-30,0.0095375722543352601156069364,-4971.2774566473988439306358382
"F3660289      ",37,2022-09-30,-0.2670909090909090909090909091,-2.55
"F3660289      ",14,2022-10-02,0.0232330827067669172932330827,-4894.2481203007518796992481203
"B5582642      ",3,2022-10-02,-0.0077876106194690265486725664,-7.1106194690265486725663716814
"F3660289      ",37,2022-10-03,-0.2691644204851752021563342318,-39.571428571428571428571428571
"B5582642      ",3,2022-10-03,-0.0701797892126472411655300682,-7.6261624302541847489150650961
"F3660289      ",14,2022-10-03,0.0088035714285714285714285714,-4891.2955357142857142857142857
"F3660289      ",15,2022-10-03,0.0350677506775067750677506775,-4962.0460704607046070460704607
"B5582642      ",3,2022-10-04,-0.2227192466156562683931724544,-7.5603296056503825779870512066
"F3660289      ",37,2022-10-04,-0.1785333333333333333333333333,-37.286666666666666666666666667
"F3660289      ",14,2022-10-04,-0.0008474576271186440677966102,-4892.6245762711864406779661017
"F3660289      ",15,2022-10-04,-0.0053076923076923076923076923,-4962.2384615384615384615384615
"F3660289      ",37,2022-10-05,-0.4016360294117647058823529412,-46.163602941176470588235294118
"F3660289      ",14,2022-10-05,0.0024097397145256087321578505,-4859.6448362720403022670025189
"F3660289      ",15,2022-10-05,0.0057106598984771573604060914,-4954.436548223350253807106599
"B5582642      ",3,2022-10-05,-0.1508323281061519903498190591,-7.485524728588661037394451146
"B5582642      ",3,2022-10-06,-0.4474885057471264367816091954,-8.156896551724137931034482759
"F3660289      ",37,2022-10-06,-0.2070967741935483870967741935,-60.260368663594470046082949309
"F3660289      ",14,2022-10-06,0.01063410454155955441302485,-4869.0694087403598971722365039
"F3660289      ",15,2022-10-06,0.0045077720207253886010362694,-4953.9067357512953367875647668
"B5582642      ",3,2022-10-07,-0.2367489204194941394201110426,-7.8383713756940160394818013572
"F3660289      ",14,2022-10-07,0.013132743362831858407079646,-4859.0371681415929203539823009
"F3660289      ",15,2022-10-07,0.0135372340425531914893617021,-4957.6515957446808510638297872
"F3660289      ",37,2022-10-07,-0.4030103092783505154639175258,-3.8082474226804123711340206186
"B5582642      ",3,2022-10-08,-0.2467252604166666666666666667,-7.85546875
"F3660289      ",14,2022-10-08,0.0098853868194842406876790831,-4843.0888252148997134670487106
"F3660289      ",15,2022-10-08,-0.0221813031161473087818696884,-4962.9631728045325779036827195
"F3660289      ",37,2022-10-08,-0.3408048780487804878048780488,-65.89756097560975609756097561
"B5582642      ",3,2022-10-16,-0.7004511278195488721804511278,-7.8796992481203007518796992481
"B5582642      ",3,2022-10-17,-0.1718181818181818181818181818,-7.5206060606060606060606060606
"F3660289      ",14,2022-10-17,0.016308784383318544809228039,-4860.8251996450754214729370009
"F3660289      ",15,2022-10-17,0.0056498673740053050397877984,-4961.8673740053050397877984085
"F3660289      ",37,2022-10-17,-0.3431134020618556701030927835,-45.047422680412371134020618557
"B5582642      ",3,2022-10-18,-0.101912731619844590555887627,-7.5361625821876867901972504483
"F3660289      ",14,2022-10-18,0.022748538011695906432748538,-4856.1111111111111111111111111
"F3660289      ",15,2022-10-18,0.0063157894736842105263157895,-4960.2305764411027568922305764
"F3660289      ",37,2022-10-18,-0.2881063829787234042553191489,-40.470212765957446808510638298
"F3660289      ",14,2022-10-19,0.0122727272727272727272727273,-4852.5974025974025974025974026
"F3660289      ",15,2022-10-19,0.0320987654320987654320987654,-4957.2765432098765432098765432
"B5582642      ",3,2022-10-19,0.0408980582524271844660194175,-7.4648058252427184466019417476
"F3660289      ",37,2022-10-19,-0.2490184049079754601226993865,-33.124744376278118609406952965
"B5582642      ",3,2022-10-20,-0.3384761904761904761904761905,-7.956825396825396825396825397
"F3660289      ",14,2022-10-20,0.0051377018043684710351377018,-4861.7977207977207977207977208
"F3660289      ",15,2022-10-20,0.0028530259365994236311239193,-4962.0403458213256484149855908
"F3660289      ",37,2022-10-20,-0.313062200956937799043062201,-15.358851674641148325358851675
"B5582642      ",3,2022-10-21,-0.4188610478359908883826879271,-8.316059225512528473804100228
"F3660289      ",37,2022-10-21,-0.2809414225941422594142259414,-37.964435146443514644351464435
"F3660289      ",14,2022-10-21,-0.0197295012679628064243448859,-4869.6179205409974640743871513
"F3660289      ",15,2022-10-21,0.0295348837209302325581395349,-4964.509043927648578811369509
"F3660289      ",14,2022-10-22,0.0120949720670391061452513966,-4858.4236499068901303538175047
"F3660289      ",15,2022-10-22,-0.0193036211699164345403899721,-4965.5961002785515320334261838
"B5582642      ",3,2022-10-22,0.0131788079470198675496688742,-7.964238410596026490066225166
"F3660289      ",37,2022-10-22,-0.7789134808853118712273641851,-34.651911468812877263581488934
